Номер рейса,Авиакомпания,Дата прилета,Время прилета,Число пассажиров
UT53,S7 Airlines,2024-11-11,15:10:50,110
SU1687,Nordwind,2025-11-22,15:07:03,183
SU1219,Red Wings,2024-11-18,18:18:20,4
S7604,S7 Airlines,2024-06-21,05:00:04,232
DP346,Utair,2025-01-14,12:26:08,281
SU47,Aeroflot,2025-08-11,15:16:25,291
SU8,Aeroflot,2024-04-15,14:55:21,13
S728,Nordwind,2025-08-02,12:25:13,186
WZ883,Nordwind,2024-07-14,10:46:59,273
S7806,Rossiya,2024-09-23,04:27:09,38
SU1297,Nordwind,2025-10-12,16:12:19,24
DP1418,Rossiya,2024-02-15,03:46:21,33
N41800,Red Wings,2024-12-19,09:40:36,5
DP1306,Red Wings,2025-11-24,12:05:36,288
U6662,Ural Airlines,2025-06-23,15:03:29,94
WZ823,Aeroflot,2024-03-19,07:36:35,222
UT1346,Pobeda,2025-11-04,14:05:53,93
WZ947,Utair,2024-02-15,10:07:25,172
DP1669,Utair,2025-06-04,18:19:32,19
SU140,Nordwind,2024-10-14,05:36:10,258
SU902,S7 Airlines,2025-10-05,22:09:43,12
WZ1666,Pobeda,2024-05-09,16:08:10,37
N41443,Utair,2024-01-05,11:49:13,136
S7588,Rossiya,2024-01-08,21:59:28,266
SU1253,Utair,2025-03-21,04:04:18,77
S7574,Pobeda,2024-10-25,17:39:07,294
WZ1550,Red Wings,2024-06-01,22:14:32,152
SU1249,Nordwind,2024-02-14,20:39:39,38
FV198,Utair,2024-07-19,07:41:51,14
N41693,Aeroflot,2025-07-27,03:28:37,96
U6997,Rossiya,2024-01-04,21:01:09,4
FV1866,Aeroflot,2025-06-13,14:35:44,215
DP1720,Nordwind,2024-08-05,14:03:11,172
S71435,Nordwind,2024-03-04,03:25:42,282
U61684,Rossiya,2025-10-08,05:05:07,22
N4346,Utair,2024-12-26,12:39:17,110
WZ828,Rossiya,2025-12-04,15:03:04,292
WZ127,S7 Airlines,2024-12-26,08:53:50,28
UT1320,Aeroflot,2025-11-23,00:45:36,109
DP1206,Nordwind,2024-01-22,22:50:39,148
N4969,Ural Airlines,2024-10-20,20:25:40,290
N4244,Aeroflot,2025-11-06,01:06:17,16
WZ939,Rossiya,2025-11-19,21:23:24,179
UT1525,Red Wings,2024-01-11,21:25:27,48
N4849,Pobeda,2024-01-20,21:21:27,62
U61384,Aeroflot,2024-01-13,22:50:58,210
UT32,Utair,2024-01-13,15:39:18,17
SU590,Rossiya,2024-02-02,21:27:48,113
UT1702,Rossiya,2024-04-01,07:28:54,130
WZ778,S7 Airlines,2024-02-28,00:22:54,287
S71415,Ural Airlines,2025-01-25,22:02:23,254
U6328,Utair,2024-05-03,18:32:27,263
S71827,Red Wings,2025-08-14,10:15:03,164
UT469,Utair,2024-07-16,17:06:09,262
SU151,Ural Airlines,2024-03-04,17:01:00,196
DP1547,S7 Airlines,2024-02-03,22:54:11,19
U6805,Utair,2025-09-02,20:43:34,279
SU714,Utair,2025-11-14,22:31:16,114
SU526,Aeroflot,2025-02-13,06:08:53,277
FV494,Pobeda,2025-10-13,01:22:36,74
UT1170,Red Wings,2024-10-04,08:37:33,16
U61177,Utair,2025-12-23,20:41:21,26
SU1311,Utair,2024-08-02,11:44:56,172
SU922,Ural Airlines,2025-10-14,01:59:53,192
FV693,Pobeda,2024-10-21,10:39:10,163
SU187,Nordwind,2025-03-22,01:54:46,151
UT406,Ural Airlines,2025-01-26,03:46:19,226
DP1515,Aeroflot,2025-11-13,10:33:08,153
S71525,Aeroflot,2024-08-17,00:24:42,103
S725,Nordwind,2024-03-18,04:43:43,101
S7524,Rossiya,2024-12-27,16:16:09,56
N41521,Nordwind,2025-08-19,07:30:20,80
N41509,Utair,2025-06-08,17:24:11,142
FV1946,Aeroflot,2024-10-15,09:15:06,281
U61110,S7 Airlines,2024-05-07,08:50:47,214
U6594,Nordwind,2025-04-07,02:17:58,102
SU1550,Nordwind,2025-03-12,12:33:02,292
FV936,S7 Airlines,2024-07-12,06:14:55,3
U6982,Aeroflot,2024-02-01,15:44:41,107
UT1474,Nordwind,2024-10-02,22:12:12,273
WZ1632,Rossiya,2024-07-14,19:28:48,244
DP697,Red Wings,2025-12-15,09:29:24,64
UT1713,Rossiya,2024-08-18,03:17:36,152
WZ705,Ural Airlines,2025-09-15,16:56:23,139
FV1829,Ural Airlines,2024-11-28,05:38:55,10
UT1869,S7 Airlines,2024-07-20,03:58:07,147
U61599,Utair,2024-03-13,13:09:42,225
SU218,Aeroflot,2024-10-03,23:05:04,260
UT1071,Nordwind,2024-09-03,19:57:48,60
FV1514,Rossiya,2025-02-17,23:02:31,226
UT781,Red Wings,2024-09-09,03:13:36,97
FV1641,Red Wings,2024-11-28,08:02:24,225
DP170,Aeroflot,2024-08-25,04:10:58,225
WZ1148,Nordwind,2025-08-27,04:47:25,36
DP1712,Ural Airlines,2025-05-13,16:49:39,300
WZ318,Ural Airlines,2024-10-03,23:39:33,39
FV1997,Ural Airlines,2024-06-24,18:15:39,91
SU571,Rossiya,2025-09-13,10:44:24,180
S7356,Nordwind,2024-06-28,06:04:42,44
S7761,Rossiya,2024-07-10,09:31:42,157
N41951,S7 Airlines,2025-02-14,12:28:11,294
S71248,Ural Airlines,2025-11-17,08:16:39,222
S7700,Red Wings,2025-03-16,05:18:29,73
SU1248,S7 Airlines,2024-12-28,14:29:36,277
DP916,Red Wings,2025-02-04,16:11:21,192
UT474,Red Wings,2024-02-18,13:46:28,203
DP763,Rossiya,2025-12-07,10:32:05,78
WZ947,Rossiya,2025-07-26,01:45:33,284
DP1123,Ural Airlines,2024-07-15,22:28:28,74
DP1824,S7 Airlines,2024-04-22,10:26:02,235
WZ1628,Ural Airlines,2024-05-27,19:05:18,256
S71916,Utair,2024-02-03,16:24:23,11
S71295,Pobeda,2025-11-08,13:24:16,92
U6520,Nordwind,2024-02-20,06:02:28,180
WZ1852,S7 Airlines,2024-04-14,14:24:29,205
N41297,Utair,2025-04-04,08:37:47,213
UT501,Ural Airlines,2025-08-08,10:12:16,71
U6274,Utair,2025-02-14,14:30:37,31
FV1325,Aeroflot,2024-12-06,08:07:10,213
FV1112,Aeroflot,2024-12-25,13:31:14,79
UT1110,Pobeda,2025-01-10,07:31:49,1
SU801,Aeroflot,2024-01-13,19:25:21,102
S71190,Nordwind,2025-10-18,14:33:41,122
UT9,Utair,2024-07-09,17:11:07,177
DP1342,Pobeda,2025-11-07,10:19:15,21
S7895,Rossiya,2024-09-28,09:13:10,11
N41548,Ural Airlines,2024-03-26,18:54:45,172
WZ1757,Nordwind,2024-07-19,11:17:05,210
UT549,Red Wings,2025-09-27,02:27:09,242
FV445,Ural Airlines,2025-01-07,11:48:29,212
N41978,Ural Airlines,2025-04-05,03:27:43,19
DP152,S7 Airlines,2024-03-09,03:57:52,227
S7335,S7 Airlines,2025-06-07,09:50:50,185
UT637,Pobeda,2024-02-08,20:14:32,281
WZ100,Red Wings,2025-07-10,11:13:13,1
N4293,Ural Airlines,2025-09-22,14:13:55,230
SU1108,S7 Airlines,2024-06-17,01:34:36,260
N41473,Red Wings,2025-08-04,12:22:46,286
FV1034,Rossiya,2025-10-10,11:29:40,256
U61300,Red Wings,2024-12-01,21:19:27,120
FV1957,Nordwind,2024-12-05,16:48:55,43
WZ156,Nordwind,2024-06-12,19:49:13,129
SU511,Ural Airlines,2025-10-01,22:34:05,244
FV837,Aeroflot,2024-03-14,11:41:19,180
S71240,Rossiya,2024-02-25,17:28:56,38
N41208,Nordwind,2024-02-23,11:37:19,150
WZ1662,Ural Airlines,2025-02-10,22:07:49,128
N41800,Ural Airlines,2025-06-05,14:21:46,289
SU311,Nordwind,2025-11-10,17:17:16,25
WZ303,Red Wings,2024-12-27,07:24:45,288
SU1171,Nordwind,2025-05-16,04:40:25,219
S71010,Red Wings,2025-09-01,08:24:47,268
SU1781,Ural Airlines,2024-09-11,03:33:37,131
UT19,Utair,2025-02-13,08:22:18,128
WZ822,Nordwind,2024-05-15,00:11:57,198
N4917,Rossiya,2025-09-01,16:31:48,290
DP102,S7 Airlines,2024-03-08,13:13:09,264
FV85,S7 Airlines,2025-02-06,20:28:25,152
DP1157,S7 Airlines,2025-05-15,11:35:14,42
WZ343,Utair,2025-02-12,10:44:20,106
N4336,Nordwind,2024-12-15,03:10:50,270
DP789,Ural Airlines,2025-03-02,13:03:47,51
UT1563,Ural Airlines,2024-12-03,07:15:41,157
S72,Aeroflot,2024-04-26,10:06:30,107
S71063,Ural Airlines,2024-07-24,16:41:41,35
DP1476,Utair,2024-06-01,11:55:44,46
FV141,Nordwind,2025-06-21,21:27:08,25
SU1807,S7 Airlines,2025-10-25,09:07:23,207
SU1178,Rossiya,2024-04-18,23:18:35,59
N41226,Aeroflot,2025-03-04,09:32:54,241
U6687,Aeroflot,2024-12-02,00:54:20,149
WZ805,Nordwind,2024-12-07,10:09:08,77
U6509,Aeroflot,2025-09-02,02:06:20,145
FV1578,Utair,2024-07-09,16:10:38,279
DP302,Rossiya,2025-10-06,09:31:38,108
UT36,Red Wings,2024-01-04,02:08:07,69
SU999,Pobeda,2024-01-28,01:59:04,26
WZ149,Red Wings,2025-08-18,02:53:43,57
FV342,Utair,2025-07-12,01:37:16,290
S71495,Utair,2025-08-22,11:57:35,286
N41017,Nordwind,2025-10-25,22:15:11,144
WZ1932,Red Wings,2025-03-16,12:22:27,114
WZ630,Ural Airlines,2025-08-24,11:00:56,285
U61108,Utair,2025-02-08,06:31:32,271
DP1574,Pobeda,2025-04-01,22:49:44,65
SU341,S7 Airlines,2024-09-09,00:10:02,179
UT1431,S7 Airlines,2025-02-23,05:34:21,142
UT1340,Ural Airlines,2025-10-12,14:48:41,165
S71453,Rossiya,2025-08-10,13:05:02,6
DP1550,Aeroflot,2024-05-03,01:26:01,205
DP1792,S7 Airlines,2024-02-25,21:32:35,94
UT833,Utair,2025-06-14,19:02:34,24
U61141,S7 Airlines,2025-05-02,03:24:14,67
U61980,Pobeda,2025-12-13,13:19:17,159
U643,Utair,2025-12-23,18:30:50,4
FV1954,S7 Airlines,2024-02-11,17:30:55,82
SU1123,Ural Airlines,2024-12-14,18:06:15,251
SU1284,Pobeda,2024-08-17,04:38:59,220
DP420,Pobeda,2025-07-18,04:51:34,6
FV92,Utair,2025-07-05,21:04:54,61
FV405,Utair,2025-05-10,22:57:55,64
U6213,S7 Airlines,2025-05-21,17:36:44,159
DP465,Rossiya,2024-12-11,20:51:54,116
S7510,Pobeda,2025-04-16,17:39:34,232
U61460,Ural Airlines,2025-10-21,09:12:48,104
WZ17,Red Wings,2024-09-01,01:59:47,28
SU1034,S7 Airlines,2025-12-08,20:27:10,246
S7776,Rossiya,2025-08-17,14:16:59,172
FV581,Red Wings,2025-01-23,04:07:12,199
SU87,Rossiya,2024-03-24,02:23:16,132
DP277,Red Wings,2025-04-11,19:14:18,27
FV1515,S7 Airlines,2024-05-22,07:09:37,110
WZ368,Pobeda,2024-08-08,08:01:14,48
DP1406,Pobeda,2025-09-09,22:49:09,148
DP652,Rossiya,2025-02-22,12:52:31,287
WZ892,S7 Airlines,2024-10-15,16:39:17,182
SU1689,Red Wings,2024-12-26,17:21:51,212
DP1312,Rossiya,2025-01-24,20:34:57,31
UT1655,Nordwind,2024-12-09,14:17:20,148
UT1928,Utair,2025-07-23,11:31:10,255
UT662,Rossiya,2024-06-28,12:17:01,28
U6463,Pobeda,2024-02-15,18:22:23,43
U6278,Rossiya,2024-01-24,02:53:18,22
U61054,Nordwind,2025-09-05,14:07:41,185
WZ1608,Aeroflot,2025-05-03,00:03:39,223
WZ874,S7 Airlines,2024-09-10,20:45:38,218
FV1090,Aeroflot,2025-09-20,03:21:41,89
S7566,Pobeda,2024-09-02,20:56:19,74
WZ1779,Nordwind,2024-06-24,18:36:57,131
N41405,Pobeda,2025-10-24,21:34:25,292
UT1493,Utair,2025-07-21,09:37:45,259
DP1081,Ural Airlines,2025-01-23,06:03:28,13
FV1752,Ural Airlines,2025-10-23,19:03:55,253
WZ162,Utair,2025-03-28,18:48:45,210
UT664,Ural Airlines,2025-10-06,20:30:35,191
FV432,Ural Airlines,2025-07-17,22:32:17,115
SU763,Pobeda,2024-11-25,21:44:32,197
DP660,Red Wings,2024-11-15,05:46:13,123
FV1895,Aeroflot,2025-05-25,19:09:49,258
U61643,Aeroflot,2025-06-13,05:16:58,50
U61939,S7 Airlines,2024-10-19,04:28:36,48
U61098,Red Wings,2024-04-06,03:38:38,128
WZ1337,Pobeda,2025-09-22,13:59:43,187
SU1567,Pobeda,2025-09-04,20:29:23,105
UT1366,Pobeda,2024-03-23,13:55:09,181
N41642,Aeroflot,2024-06-12,08:44:35,183
FV596,S7 Airlines,2025-11-25,20:03:49,6
UT639,Nordwind,2025-08-11,19:23:14,198
U61450,S7 Airlines,2025-08-14,04:57:20,81
U61155,Nordwind,2025-05-24,16:18:50,160
S7629,Pobeda,2024-10-25,06:21:54,288
SU1688,Ural Airlines,2024-02-28,10:40:38,85
SU529,S7 Airlines,2025-06-02,00:09:20,4
S722,Red Wings,2024-02-10,01:15:47,124
N41110,Pobeda,2025-08-06,09:34:50,48
WZ32,Nordwind,2024-04-26,03:45:51,213
N4376,Red Wings,2024-06-20,13:26:40,167
S71820,S7 Airlines,2024-02-25,23:02:07,43
SU1578,Pobeda,2024-06-07,19:22:24,177
FV1939,Ural Airlines,2024-11-24,11:09:07,296
DP485,Ural Airlines,2025-07-09,14:14:47,237
WZ1234,S7 Airlines,2025-04-06,11:01:06,258
FV1650,Rossiya,2025-06-01,00:54:07,100
WZ1916,Red Wings,2024-05-04,05:45:53,274
WZ649,Pobeda,2024-07-16,00:44:54,20
UT269,S7 Airlines,2025-12-06,22:26:04,24
FV353,Pobeda,2024-04-02,04:34:27,264
DP1510,S7 Airlines,2025-03-28,11:56:10,212
WZ1250,Utair,2024-12-28,15:20:27,247
S7190,Aeroflot,2024-03-20,01:40:50,74
SU279,Red Wings,2025-06-17,04:43:10,270
FV931,Aeroflot,2025-02-02,02:39:55,155
N41959,Utair,2024-04-28,00:07:54,127
N41603,Pobeda,2025-09-15,05:14:20,226
SU1653,Ural Airlines,2025-04-14,03:11:16,38
SU1891,Pobeda,2024-02-19,00:05:58,218
N41467,Rossiya,2025-08-14,05:13:35,189
FV1683,Utair,2024-11-20,16:24:39,269
S7614,Nordwind,2025-09-19,13:50:02,274
SU284,Pobeda,2024-07-14,08:58:59,120
DP787,Nordwind,2025-08-06,20:35:39,285
SU320,Aeroflot,2025-04-25,13:10:52,226
SU1979,Utair,2025-09-04,03:27:07,1
SU1661,Utair,2025-09-24,22:15:28,61
SU432,Utair,2025-03-11,13:49:20,254
U61349,Red Wings,2025-05-03,11:32:52,200
U61929,Pobeda,2024-01-02,23:31:00,7
U6343,Nordwind,2025-12-22,11:45:46,14
SU659,S7 Airlines,2025-06-08,20:50:37,275
SU1693,Rossiya,2025-07-07,03:21:11,66
